source,target,weight
"Baric, Ralph S.","Fischer, Robert J.",1
"Fischer, Robert J.","Munster, Vincent J.",1
"Figueroa, Dania M.","Hanley, Patrick W.",1
"Figueroa, Dania M.","Saturday, Greg",1
"Baric, Ralph S.","Figueroa, Dania M.",1
"Figueroa, Dania M.","Munster, Vincent J.",1
"Hanley, Patrick W.","Saturday, Greg",1
"Baric, Ralph S.","Hanley, Patrick W.",1
"Hanley, Patrick W.","Munster, Vincent J.",1
"Baric, Ralph S.","Saturday, Greg",1
"Munster, Vincent J.","Saturday, Greg",1
"Baric, Ralph S.","Munster, Vincent J.",1
"Bao, Linâ€lin","Gong, Shuâ€ran",1
"Wang, Qidi","Zhang, Lianfeng",1
"Kuwahara, Kazuhiko","Wang, Qidi",1
"Li, Li","Wang, Qidi",1
"Liu, Zijie","Wang, Qidi",1
"Li, Taisheng","Wang, Qidi",1
"Wang, Qidi","Zhu, Hua",1
"Liu, Jiangning","Wang, Qidi",1
"Wang, Qidi","Xu, Yanfeng",1
"Wang, Qidi","Xie, Jing",1
"Morioka, Hiroshi","Wang, Qidi",1
"Sakaguchi, Nobuo","Wang, Qidi",1
"Qin, Chuan","Wang, Qidi",1
"Liu, Gang","Wang, Qidi",1
"Kuwahara, Kazuhiko","Zhang, Lianfeng",1
"Li, Li","Zhang, Lianfeng",1
"Liu, Zijie","Zhang, Lianfeng",1
"Li, Taisheng","Zhang, Lianfeng",1
"Zhang, Lianfeng","Zhu, Hua",1
"Liu, Jiangning","Zhang, Lianfeng",1
"Xu, Yanfeng","Zhang, Lianfeng",1
"Xie, Jing","Zhang, Lianfeng",1
"Morioka, Hiroshi","Zhang, Lianfeng",1
"Sakaguchi, Nobuo","Zhang, Lianfeng",1
"Qin, Chuan","Zhang, Lianfeng",1
"Liu, Gang","Zhang, Lianfeng",1
"Kuwahara, Kazuhiko","Li, Li",1
"Kuwahara, Kazuhiko","Liu, Zijie",1
"Kuwahara, Kazuhiko","Li, Taisheng",1
"Kuwahara, Kazuhiko","Zhu, Hua",1
"Kuwahara, Kazuhiko","Liu, Jiangning",1
"Kuwahara, Kazuhiko","Xu, Yanfeng",1
"Kuwahara, Kazuhiko","Xie, Jing",1
"Kuwahara, Kazuhiko","Morioka, Hiroshi",1
"Kuwahara, Kazuhiko","Sakaguchi, Nobuo",1
"Kuwahara, Kazuhiko","Qin, Chuan",1
"Kuwahara, Kazuhiko","Liu, Gang",1
"Li, Li","Liu, Zijie",1
"Li, Li","Li, Taisheng",1
"Li, Li","Zhu, Hua",1
"Li, Li","Liu, Jiangning",1
"Li, Li","Xu, Yanfeng",1
"Li, Li","Xie, Jing",1
"Li, Li","Morioka, Hiroshi",1
"Li, Li","Sakaguchi, Nobuo",1
"Li, Li","Qin, Chuan",1
"Li, Li","Liu, Gang",1
"Li, Taisheng","Liu, Zijie",1
"Liu, Zijie","Zhu, Hua",1
"Liu, Jiangning","Liu, Zijie",1
"Liu, Zijie","Xu, Yanfeng",1
"Liu, Zijie","Xie, Jing",1
"Liu, Zijie","Morioka, Hiroshi",1
"Liu, Zijie","Sakaguchi, Nobuo",1
"Liu, Zijie","Qin, Chuan",1
"Liu, Gang","Liu, Zijie",1
"Li, Taisheng","Zhu, Hua",1
"Li, Taisheng","Liu, Jiangning",1
"Li, Taisheng","Xu, Yanfeng",1
"Li, Taisheng","Xie, Jing",1
"Li, Taisheng","Morioka, Hiroshi",1
"Li, Taisheng","Sakaguchi, Nobuo",1
"Li, Taisheng","Qin, Chuan",1
"Li, Taisheng","Liu, Gang",1
"Liu, Jiangning","Zhu, Hua",1
"Xu, Yanfeng","Zhu, Hua",1
"Xie, Jing","Zhu, Hua",1
"Morioka, Hiroshi","Zhu, Hua",1
"Sakaguchi, Nobuo","Zhu, Hua",1
"Qin, Chuan","Zhu, Hua",1
"Liu, Gang","Zhu, Hua",1
"Liu, Jiangning","Xu, Yanfeng",1
"Liu, Jiangning","Xie, Jing",1
"Liu, Jiangning","Morioka, Hiroshi",1
"Liu, Jiangning","Sakaguchi, Nobuo",1
"Liu, Jiangning","Qin, Chuan",1
"Liu, Gang","Liu, Jiangning",1
"Xie, Jing","Xu, Yanfeng",1
"Morioka, Hiroshi","Xu, Yanfeng",1
"Sakaguchi, Nobuo","Xu, Yanfeng",1
"Qin, Chuan","Xu, Yanfeng",1
"Liu, Gang","Xu, Yanfeng",1
"Morioka, Hiroshi","Xie, Jing",1
"Sakaguchi, Nobuo","Xie, Jing",1
"Qin, Chuan","Xie, Jing",1
"Liu, Gang","Xie, Jing",1
"Morioka, Hiroshi","Sakaguchi, Nobuo",1
"Morioka, Hiroshi","Qin, Chuan",1
"Liu, Gang","Morioka, Hiroshi",1
"Qin, Chuan","Sakaguchi, Nobuo",1
"Liu, Gang","Sakaguchi, Nobuo",1
"Liu, Gang","Qin, Chuan",1
"Manickam, Manoj","Pillaiyar, Thanigaimalai",1
"Namasivayam, Vigneshwaran","Pillaiyar, Thanigaimalai",1
"Hayashi, Yoshio","Pillaiyar, Thanigaimalai",1
"Jung, Sang-Hun","Pillaiyar, Thanigaimalai",1
"Manickam, Manoj","Namasivayam, Vigneshwaran",1
"Hayashi, Yoshio","Manickam, Manoj",1
"Jung, Sang-Hun","Manickam, Manoj",1
"Hayashi, Yoshio","Namasivayam, Vigneshwaran",1
"Jung, Sang-Hun","Namasivayam, Vigneshwaran",1
"Hayashi, Yoshio","Jung, Sang-Hun",1
"Wang, H.","Zhao, R.",1
"Wang, X.","Zhao, R.",1
"Feng, F.","Zhao, R.",1
"Wang, H.","Wang, X.",1
"Feng, F.","Wang, H.",1
"Feng, F.","Wang, X.",1
"Ahn, Dae-Gyun","Choi, Jin-Kyu",1
"Ahn, Dae-Gyun","Taylor, Deborah R.",1
"Ahn, Dae-Gyun","Oh, Jong-Won",1
"Choi, Jin-Kyu","Taylor, Deborah R.",1
"Choi, Jin-Kyu","Oh, Jong-Won",1
"Oh, Jong-Won","Taylor, Deborah R.",1
"Li, Hui-Chun","Wei, Wei-Yen",1
"Chen, Chiung-Yao","Wei, Wei-Yen",1
"Wei, Wei-Yen","Yang, Chee-Hing",1
"Lee, Shen-Kao","Wei, Wei-Yen",1
"Wang, Chia-Wen","Wei, Wei-Yen",1
"Ma, Hsin-Chieh","Wei, Wei-Yen",1
"Juang, Yue-Li","Wei, Wei-Yen",1
"Lo, Shih-Yen","Wei, Wei-Yen",1
"Chen, Chiung-Yao","Li, Hui-Chun",1
"Li, Hui-Chun","Yang, Chee-Hing",1
"Lee, Shen-Kao","Li, Hui-Chun",1
"Li, Hui-Chun","Wang, Chia-Wen",1
"Li, Hui-Chun","Ma, Hsin-Chieh",1
"Juang, Yue-Li","Li, Hui-Chun",1
"Li, Hui-Chun","Lo, Shih-Yen",1
"Chen, Chiung-Yao","Yang, Chee-Hing",1
"Chen, Chiung-Yao","Lee, Shen-Kao",1
"Chen, Chiung-Yao","Wang, Chia-Wen",1
"Chen, Chiung-Yao","Ma, Hsin-Chieh",1
"Chen, Chiung-Yao","Juang, Yue-Li",1
"Chen, Chiung-Yao","Lo, Shih-Yen",1
"Lee, Shen-Kao","Yang, Chee-Hing",1
"Wang, Chia-Wen","Yang, Chee-Hing",1
"Ma, Hsin-Chieh","Yang, Chee-Hing",1
"Juang, Yue-Li","Yang, Chee-Hing",1
"Lo, Shih-Yen","Yang, Chee-Hing",1
"Lee, Shen-Kao","Wang, Chia-Wen",1
"Lee, Shen-Kao","Ma, Hsin-Chieh",1
"Juang, Yue-Li","Lee, Shen-Kao",1
"Lee, Shen-Kao","Lo, Shih-Yen",1
"Ma, Hsin-Chieh","Wang, Chia-Wen",1
"Juang, Yue-Li","Wang, Chia-Wen",1
"Lo, Shih-Yen","Wang, Chia-Wen",1
"Juang, Yue-Li","Ma, Hsin-Chieh",1
"Lo, Shih-Yen","Ma, Hsin-Chieh",1
"Juang, Yue-Li","Lo, Shih-Yen",1
"Nguyen, Thi Thanh Hanh","Woo, Hye-Jin",1
"Kang, Hee-Kyoung","Nguyen, Thi Thanh Hanh",1
"Nguyen, Thi Thanh Hanh","Nguyen, Van Dao",1
"Kim, Young-Min","Nguyen, Thi Thanh Hanh",1
"Kim, Do-Won","Nguyen, Thi Thanh Hanh",1
"Ahn, Sul-Ah","Nguyen, Thi Thanh Hanh",1
"Nguyen, Thi Thanh Hanh","Xia, Yongmei",1
"Kim, Doman","Nguyen, Thi Thanh Hanh",1
"Kang, Hee-Kyoung","Woo, Hye-Jin",1
"Nguyen, Van Dao","Woo, Hye-Jin",1
"Kim, Young-Min","Woo, Hye-Jin",1
"Kim, Do-Won","Woo, Hye-Jin",1
"Ahn, Sul-Ah","Woo, Hye-Jin",1
"Woo, Hye-Jin","Xia, Yongmei",1
"Kim, Doman","Woo, Hye-Jin",1
"Kang, Hee-Kyoung","Nguyen, Van Dao",1
"Kang, Hee-Kyoung","Kim, Young-Min",1
"Kang, Hee-Kyoung","Kim, Do-Won",1
"Ahn, Sul-Ah","Kang, Hee-Kyoung",1
"Kang, Hee-Kyoung","Xia, Yongmei",1
"Kang, Hee-Kyoung","Kim, Doman",1
"Kim, Young-Min","Nguyen, Van Dao",1
"Kim, Do-Won","Nguyen, Van Dao",1
"Ahn, Sul-Ah","Nguyen, Van Dao",1
"Nguyen, Van Dao","Xia, Yongmei",1
"Kim, Doman","Nguyen, Van Dao",1
"Kim, Do-Won","Kim, Young-Min",1
"Ahn, Sul-Ah","Kim, Young-Min",1
"Kim, Young-Min","Xia, Yongmei",1
"Kim, Doman","Kim, Young-Min",1
"Ahn, Sul-Ah","Kim, Do-Won",1
"Kim, Do-Won","Xia, Yongmei",1
"Kim, Do-Won","Kim, Doman",1
"Ahn, Sul-Ah","Xia, Yongmei",1
"Ahn, Sul-Ah","Kim, Doman",1
"Kim, Doman","Xia, Yongmei",1
"Li, Zirong","Sun, Wei",1
"Shi, Zhengcai","Sun, Wei",1
"Sun, Wei","Wang, Bailiang",1
"Gao, Fuqiang","Sun, Wei",1
"Sun, Wei","Yang, Yurun",1
"Guo, Wanshou","Sun, Wei",1
"Li, Zirong","Shi, Zhengcai",1
"Li, Zirong","Wang, Bailiang",1
"Gao, Fuqiang","Li, Zirong",1
"Li, Zirong","Yang, Yurun",1
"Guo, Wanshou","Li, Zirong",1
"Shi, Zhengcai","Wang, Bailiang",1
"Gao, Fuqiang","Shi, Zhengcai",1
"Shi, Zhengcai","Yang, Yurun",1
"Guo, Wanshou","Shi, Zhengcai",1
"Gao, Fuqiang","Wang, Bailiang",1
"Wang, Bailiang","Yang, Yurun",1
"Guo, Wanshou","Wang, Bailiang",1
"Gao, Fuqiang","Yang, Yurun",1
"Gao, Fuqiang","Guo, Wanshou",1
"Guo, Wanshou","Yang, Yurun",1
"Gao, Hainv","Yao, Hangping",1
"Gao, Hainv","Yang, Shigui",1
"Gao, Hainv","Li, Lanjuan",1
"Yang, Shigui","Yao, Hangping",1
"Li, Lanjuan","Yao, Hangping",1
"Li, Lanjuan","Yang, Shigui",2
"Hilgenfeld, Rolf","Shukla, Aditi",2
"Ge, Xing-Yi","Zeng, Lei-Ping",2
"Peng, Cheng","Zeng, Lei-Ping",1
"Tai, Wanbo","Zeng, Lei-Ping",1
"Jiang, Shibo","Zeng, Lei-Ping",1
"Du, Lanying","Zeng, Lei-Ping",1
"Shi, Zheng-Li","Zeng, Lei-Ping",2
"Ge, Xing-Yi","Peng, Cheng",2
"Ge, Xing-Yi","Tai, Wanbo",1
"Ge, Xing-Yi","Jiang, Shibo",1
"Du, Lanying","Ge, Xing-Yi",1
"Ge, Xing-Yi","Shi, Zheng-Li",4
"Peng, Cheng","Tai, Wanbo",1
"Jiang, Shibo","Peng, Cheng",1
"Du, Lanying","Peng, Cheng",1
"Peng, Cheng","Shi, Zheng-Li",2
"Jiang, Shibo","Tai, Wanbo",1
"Du, Lanying","Tai, Wanbo",1
"Shi, Zheng-Li","Tai, Wanbo",1
"Du, Lanying","Jiang, Shibo",5
"Jiang, Shibo","Shi, Zheng-Li",1
"Du, Lanying","Shi, Zheng-Li",1
"Han, Zhenggang","Zhou, Peng",1
"Wang, Lin-Fa","Zhou, Peng",1
"Shi, Zhengli","Zhou, Peng",1
"Han, Zhenggang","Wang, Lin-Fa",1
"Han, Zhenggang","Shi, Zhengli",1
"Shi, Zhengli","Wang, Lin-Fa",1
"Wang, Mei-Niang","Zhang, Wei",2
"Gao, Yu-Tao","Wang, Mei-Niang",1
"Hu, Ben","Wang, Mei-Niang",2
"Ge, Xing-Yi","Wang, Mei-Niang",2
"Wang, Mei-Niang","Yang, Xing-Lou",2
"Wang, Mei-Niang","Zhang, Yun-Zhi",2
"Shi, Zheng-Li","Wang, Mei-Niang",2
"Gao, Yu-Tao","Zhang, Wei",1
"Hu, Ben","Zhang, Wei",3
"Ge, Xing-Yi","Zhang, Wei",3
"Yang, Xing-Lou","Zhang, Wei",3
"Zhang, Wei","Zhang, Yun-Zhi",2
"Shi, Zheng-Li","Zhang, Wei",3
"Gao, Yu-Tao","Hu, Ben",1
"Gao, Yu-Tao","Ge, Xing-Yi",1
"Gao, Yu-Tao","Yang, Xing-Lou",1
"Gao, Yu-Tao","Zhang, Yun-Zhi",1
"Gao, Yu-Tao","Shi, Zheng-Li",1
"Ge, Xing-Yi","Hu, Ben",3
"Hu, Ben","Yang, Xing-Lou",3
"Hu, Ben","Zhang, Yun-Zhi",2
"Hu, Ben","Shi, Zheng-Li",3
"Ge, Xing-Yi","Yang, Xing-Lou",3
"Ge, Xing-Yi","Zhang, Yun-Zhi",2
"Velickovic, Zlatibor","Yuan, Fang Fang",1
"Ashton, Lesley J.","Yuan, Fang Fang",1
"Dyer, Wayne B.","Yuan, Fang Fang",1
"Geczy, Andrew F.","Yuan, Fang Fang",1
"Dunckley, Heather","Yuan, Fang Fang",1
"Lynch, Garry W.","Yuan, Fang Fang",1
"Sullivan, John S.","Yuan, Fang Fang",1
"Ashton, Lesley J.","Velickovic, Zlatibor",1
"Dyer, Wayne B.","Velickovic, Zlatibor",1
"Geczy, Andrew F.","Velickovic, Zlatibor",1
"Dunckley, Heather","Velickovic, Zlatibor",1
"Lynch, Garry W.","Velickovic, Zlatibor",1
"Sullivan, John S.","Velickovic, Zlatibor",1
"Ashton, Lesley J.","Dyer, Wayne B.",1
"Ashton, Lesley J.","Geczy, Andrew F.",1
"Ashton, Lesley J.","Dunckley, Heather",1
"Ashton, Lesley J.","Lynch, Garry W.",1
"Ashton, Lesley J.","Sullivan, John S.",1
"Dyer, Wayne B.","Geczy, Andrew F.",1
"Dunckley, Heather","Dyer, Wayne B.",1
"Dyer, Wayne B.","Lynch, Garry W.",1
"Dyer, Wayne B.","Sullivan, John S.",1
"Dunckley, Heather","Geczy, Andrew F.",1
"Geczy, Andrew F.","Lynch, Garry W.",1
"Geczy, Andrew F.","Sullivan, John S.",1
"Dunckley, Heather","Lynch, Garry W.",1
"Dunckley, Heather","Sullivan, John S.",1
"Lynch, Garry W.","Sullivan, John S.",1
"Park, Hye Ri","Yoon, Hyunjun",1
"Kim, Mi Kyoung","Park, Hye Ri",1
"Lee, Sung Dae","Park, Hye Ri",1
"Chong, Youhoon","Park, Hye Ri",1
"Kim, Mi Kyoung","Yoon, Hyunjun",1
"Lee, Sung Dae","Yoon, Hyunjun",1
"Chong, Youhoon","Yoon, Hyunjun",1
"Kim, Mi Kyoung","Lee, Sung Dae",1
"Chong, Youhoon","Kim, Mi Kyoung",1
"Chong, Youhoon","Lee, Sung Dae",1
"Hu, Zhihong","Wang, Manli",1
"GlÃ¼ck, Reinhard","Viret, Jean-Francois",1
"Moser, Christian","Viret, Jean-Francois",1
"GlÃ¼ck, Reinhard","Moser, Christian",1
"Rehm, Kristina E","Roper, Rachel L",1
"Freund, Natalia T.","Roitburd-Berman, Anna",1
"Freund, Natalia T.","Sui, Jianhua",1
"Freund, Natalia T.","Marasco, Wayne A.",1
"Freund, Natalia T.","Gershoni, Jonathan M.",1
"Roitburd-Berman, Anna","Sui, Jianhua",1
"Marasco, Wayne A.","Roitburd-Berman, Anna",1
"Gershoni, Jonathan M.","Roitburd-Berman, Anna",1
"Marasco, Wayne A.","Sui, Jianhua",1
"Gershoni, Jonathan M.","Sui, Jianhua",1
"Gershoni, Jonathan M.","Marasco, Wayne A.",1
"Chubet, Richard","McPherson, Clifton",1
"Holtz, Kathy","McPherson, Clifton",1
"Honda-Okubo, Yoshikazu","McPherson, Clifton",1
"Barnard, Dale","McPherson, Clifton",1
"Cox, Manon","McPherson, Clifton",1
"McPherson, Clifton","Petrovsky, Nikolai",1
"Chubet, Richard","Holtz, Kathy",1
"Chubet, Richard","Honda-Okubo, Yoshikazu",1
"Barnard, Dale","Chubet, Richard",1
"Chubet, Richard","Cox, Manon",1
"Chubet, Richard","Petrovsky, Nikolai",1
"Holtz, Kathy","Honda-Okubo, Yoshikazu",1
"Barnard, Dale","Holtz, Kathy",1
"Cox, Manon","Holtz, Kathy",1
"Holtz, Kathy","Petrovsky, Nikolai",1
"Barnard, Dale","Honda-Okubo, Yoshikazu",1
"Cox, Manon","Honda-Okubo, Yoshikazu",1
"Honda-Okubo, Yoshikazu","Petrovsky, Nikolai",1
"Barnard, Dale","Cox, Manon",1
"Barnard, Dale","Petrovsky, Nikolai",1
"Cox, Manon","Petrovsky, Nikolai",1
"Hung, Ivan F. N.","To, Kelvin K. W.",1
"Chan, Jasper F. W.","To, Kelvin K. W.",2
"To, Kelvin K. W.","Yuen, Kwok-Yung",2
"Chan, Jasper F. W.","Hung, Ivan F. N.",1
"Hung, Ivan F. N.","Yuen, Kwok-Yung",1
"Cao, Si","Chen, Feng",1
"Chen, Feng","Xin, Junqing",1
"Chen, Feng","Luo, Xiaohua",1
"Cao, Si","Xin, Junqing",1
"Cao, Si","Luo, Xiaohua",1
"Luo, Xiaohua","Xin, Junqing",1
"Ma, Yuanyuan","Wu, Lijie",1
"Ma, Yuanyuan","Shaw, Neil",1
"Gao, Yan","Ma, Yuanyuan",1
"Ma, Yuanyuan","Wang, Jin",1
"Ma, Yuanyuan","Sun, Yuna",1
"Lou, Zhiyong","Ma, Yuanyuan",1
"Ma, Yuanyuan","Yan, Liming",1
"Ma, Yuanyuan","Zhang, Rongguang",1
"Ma, Yuanyuan","Rao, Zihe",1
"Shaw, Neil","Wu, Lijie",1
"Gao, Yan","Wu, Lijie",1
"Wang, Jin","Wu, Lijie",1
"Sun, Yuna","Wu, Lijie",1
"Lou, Zhiyong","Wu, Lijie",1
"Wu, Lijie","Yan, Liming",1
"Wu, Lijie","Zhang, Rongguang",1
"Rao, Zihe","Wu, Lijie",1
"Gao, Yan","Shaw, Neil",1
"Shaw, Neil","Wang, Jin",1
"Shaw, Neil","Sun, Yuna",1
"Lou, Zhiyong","Shaw, Neil",1
"Shaw, Neil","Yan, Liming",1
"Shaw, Neil","Zhang, Rongguang",1
"Rao, Zihe","Shaw, Neil",1
"Gao, Yan","Wang, Jin",1
"Gao, Yan","Sun, Yuna",1
"Gao, Yan","Lou, Zhiyong",1
"Gao, Yan","Yan, Liming",1
"Gao, Yan","Zhang, Rongguang",1
"Gao, Yan","Rao, Zihe",1
"Sun, Yuna","Wang, Jin",1
"Lou, Zhiyong","Wang, Jin",1
"Wang, Jin","Yan, Liming",1
"Wang, Jin","Zhang, Rongguang",1
"Rao, Zihe","Wang, Jin",1
"Lou, Zhiyong","Sun, Yuna",1
"Sun, Yuna","Yan, Liming",1
"Sun, Yuna","Zhang, Rongguang",1
"Rao, Zihe","Sun, Yuna",1
"Lou, Zhiyong","Zhang, Rongguang",1
"Yan, Liming","Zhang, Rongguang",1
"Rao, Zihe","Zhang, Rongguang",1
"Mackenzie, John S","Merianos, Angela",1
"Liu, Qi","Zhu, Xiaojie",1
"Du, Lanying","Zhu, Xiaojie",1
"Lu, Lu","Zhu, Xiaojie",1
"Jiang, Shibo","Zhu, Xiaojie",1
"Du, Lanying","Liu, Qi",1
"Liu, Qi","Lu, Lu",1
"Jiang, Shibo","Liu, Qi",1
"Du, Lanying","Lu, Lu",2
"Jiang, Shibo","Lu, Lu",2
"Qi, Hai-Yan","Shi, Chong-Shan",1
"Boularan, Cedric","Shi, Chong-Shan",1
"Huang, Ning-Na","Shi, Chong-Shan",1
"Abu-Asab, Mones","Shi, Chong-Shan",1
"Shelhamer, James H.","Shi, Chong-Shan",1
"Boularan, Cedric","Qi, Hai-Yan",1
"Huang, Ning-Na","Qi, Hai-Yan",1
"Abu-Asab, Mones","Qi, Hai-Yan",1
"Qi, Hai-Yan","Shelhamer, James H.",1
"Kehrl, John H.","Qi, Hai-Yan",1
"Boularan, Cedric","Huang, Ning-Na",1
"Abu-Asab, Mones","Boularan, Cedric",1
"Boularan, Cedric","Shelhamer, James H.",1
"Boularan, Cedric","Kehrl, John H.",1
"Abu-Asab, Mones","Huang, Ning-Na",1
"Huang, Ning-Na","Shelhamer, James H.",1
"Huang, Ning-Na","Kehrl, John H.",1
"Abu-Asab, Mones","Shelhamer, James H.",1
"Abu-Asab, Mones","Kehrl, John H.",1
"Kehrl, John H.","Shelhamer, James H.",1
"Hammond, Robert G.","Tan, Xuan",1
"Hammond, Robert G.","Johnson, Margaret A.",1
"Johnson, Margaret A.","Tan, Xuan",1
"Chan, Jasper F. W.","Cheng, Vincent C. C.",1
"Lau, Susanna K. P.","To, Kelvin K. W.",1
"Cheng, Vincent C. C.","Lau, Susanna K. P.",1
"Cheng, Vincent C. C.","To, Kelvin K. W.",1
"To, Kelvin K. W.","Woo, Patrick C. Y.",1
"Cheng, Vincent C. C.","Woo, Patrick C. Y.",1
"Cheng, Vincent C. C.","Yuen, Kwok-Yung",1
"Channappanavar, Rudragouda","Fett, Craig",1
"Channappanavar, Rudragouda","Mack, Matthias",2
"Channappanavar, Rudragouda","Ten Eyck, Patrick P",1
"Channappanavar, Rudragouda","Meyerholz, David K",1
"Channappanavar, Rudragouda","Perlman, Stanley",2
"Fett, Craig","Mack, Matthias",1
"Fett, Craig","Ten Eyck, Patrick P",1
"Fett, Craig","Meyerholz, David K",1
"Fett, Craig","Perlman, Stanley",3
"Mack, Matthias","Ten Eyck, Patrick P",1
"Mack, Matthias","Meyerholz, David K",1
"Mack, Matthias","Perlman, Stanley",2
"Meyerholz, David K","Ten Eyck, Patrick P",1
"Perlman, Stanley","Ten Eyck, Patrick P",1
"Meyerholz, David K","Perlman, Stanley",1
"Liu, Xuemei","Zhang, Mingming",1
"He, Lin","Liu, Xuemei",1
"Li, Youping","Liu, Xuemei",1
"He, Lin","Zhang, Mingming",1
"Li, Youping","Zhang, Mingming",1
"He, Lin","Li, Youping",1
"Jacobs, Jon","Tokars, Valerie",1
"Jacobs, Jon","Zhou, Ya",1
"Jacobs, Jon","Turlington, Mark",2
"Jacobs, Jon","Saldanha, S. Adrian",1
"Chase, Peter","Jacobs, Jon",2
"Eggler, Aimee","Jacobs, Jon",2
"Dawson, Eric S.","Jacobs, Jon",1
"Baez-Santos, Yahira M.","Jacobs, Jon",2
"Jacobs, Jon","Tomar, Sakshi",2
"Jacobs, Jon","Mielech, Anna M.",1
"Baker, Susan C.","Jacobs, Jon",1
"Jacobs, Jon","Lindsley, Craig W.",2
"Hodder, Peter","Jacobs, Jon",2
"Jacobs, Jon","Mesecar, Andrew",1
"Jacobs, Jon","Stauffer, Shaun R.",2
"Tokars, Valerie","Zhou, Ya",1
"Tokars, Valerie","Turlington, Mark",1
"Saldanha, S. Adrian","Tokars, Valerie",1
"Chase, Peter","Tokars, Valerie",1
"Eggler, Aimee","Tokars, Valerie",1
"Dawson, Eric S.","Tokars, Valerie",1
"Baez-Santos, Yahira M.","Tokars, Valerie",1
"Tokars, Valerie","Tomar, Sakshi",1
"Mielech, Anna M.","Tokars, Valerie",1
"Baker, Susan C.","Tokars, Valerie",1
"Lindsley, Craig W.","Tokars, Valerie",1
"Hodder, Peter","Tokars, Valerie",1
"Mesecar, Andrew","Tokars, Valerie",1
"Stauffer, Shaun R.","Tokars, Valerie",1
"Turlington, Mark","Zhou, Ya",1
"Saldanha, S. Adrian","Zhou, Ya",1
"Chase, Peter","Zhou, Ya",1
"Eggler, Aimee","Zhou, Ya",1
"Dawson, Eric S.","Zhou, Ya",1
"Baez-Santos, Yahira M.","Zhou, Ya",1
"Tomar, Sakshi","Zhou, Ya",1
"Mielech, Anna M.","Zhou, Ya",1
"Baker, Susan C.","Zhou, Ya",1
"Lindsley, Craig W.","Zhou, Ya",1
"Hodder, Peter","Zhou, Ya",1
"Mesecar, Andrew","Zhou, Ya",1
"Stauffer, Shaun R.","Zhou, Ya",1
"Saldanha, S. Adrian","Turlington, Mark",1
"Chase, Peter","Turlington, Mark",2
"Eggler, Aimee","Turlington, Mark",2
"Dawson, Eric S.","Turlington, Mark",1
"Baez-Santos, Yahira M.","Turlington, Mark",2
"Tomar, Sakshi","Turlington, Mark",2
"Mielech, Anna M.","Turlington, Mark",1
"Baker, Susan C.","Turlington, Mark",1
"Lindsley, Craig W.","Turlington, Mark",2
"Hodder, Peter","Turlington, Mark",2
"Mesecar, Andrew","Turlington, Mark",1
"Stauffer, Shaun R.","Turlington, Mark",2
"Chase, Peter","Saldanha, S. Adrian",1
"Eggler, Aimee","Saldanha, S. Adrian",1
"Dawson, Eric S.","Saldanha, S. Adrian",1
"Baez-Santos, Yahira M.","Saldanha, S. Adrian",1
"Saldanha, S. Adrian","Tomar, Sakshi",1
"Mielech, Anna M.","Saldanha, S. Adrian",1
"Baker, Susan C.","Saldanha, S. Adrian",1
"Lindsley, Craig W.","Saldanha, S. Adrian",1
"Hodder, Peter","Saldanha, S. Adrian",1
"Mesecar, Andrew","Saldanha, S. Adrian",1
"Saldanha, S. Adrian","Stauffer, Shaun R.",1
"Chase, Peter","Eggler, Aimee",2
"Chase, Peter","Dawson, Eric S.",1
"Baez-Santos, Yahira M.","Chase, Peter",2
"Chase, Peter","Tomar, Sakshi",2
"Chase, Peter","Mielech, Anna M.",1
"Baker, Susan C.","Chase, Peter",1
"Chase, Peter","Lindsley, Craig W.",2
"Chase, Peter","Hodder, Peter",2
"Chase, Peter","Mesecar, Andrew",1
"Chase, Peter","Stauffer, Shaun R.",2
"Dawson, Eric S.","Eggler, Aimee",1
"Baez-Santos, Yahira M.","Eggler, Aimee",2
"Eggler, Aimee","Tomar, Sakshi",2
"Eggler, Aimee","Mielech, Anna M.",1
"Baker, Susan C.","Eggler, Aimee",1
"Eggler, Aimee","Lindsley, Craig W.",2
"Eggler, Aimee","Hodder, Peter",2
"Eggler, Aimee","Mesecar, Andrew",1
"Eggler, Aimee","Stauffer, Shaun R.",2
"Baez-Santos, Yahira M.","Dawson, Eric S.",1
"Dawson, Eric S.","Tomar, Sakshi",1
"Dawson, Eric S.","Mielech, Anna M.",1
"Baker, Susan C.","Dawson, Eric S.",1
"Dawson, Eric S.","Lindsley, Craig W.",1
"Dawson, Eric S.","Hodder, Peter",1
"Dawson, Eric S.","Mesecar, Andrew",1
"Dawson, Eric S.","Stauffer, Shaun R.",1
"Baez-Santos, Yahira M.","Tomar, Sakshi",2
"Baez-Santos, Yahira M.","Mielech, Anna M.",1
"Baez-Santos, Yahira M.","Lindsley, Craig W.",2
"Baez-Santos, Yahira M.","Hodder, Peter",2
"Baez-Santos, Yahira M.","Stauffer, Shaun R.",2
"Mielech, Anna M.","Tomar, Sakshi",1
"Baker, Susan C.","Tomar, Sakshi",1
"Lindsley, Craig W.","Tomar, Sakshi",2
"Hodder, Peter","Tomar, Sakshi",2
"Mesecar, Andrew","Tomar, Sakshi",1
"Stauffer, Shaun R.","Tomar, Sakshi",2
"Lindsley, Craig W.","Mielech, Anna M.",1
"Hodder, Peter","Mielech, Anna M.",1
"Mesecar, Andrew","Mielech, Anna M.",1
